manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2006,Ford Fiesta 1.6 ZXi Leather,81000,83411,Petrol,Individual,Manual,First Owner
2015,Skoda Superb Elegance 2.0 TDI CR AT,1000000,80000,Diesel,Individual,Automatic,Second Owner
2015,Mahindra Bolero Power Plus Plus AC BSIV PS,450000,40000,Diesel,Individual,Manual,First Owner
2014,Mahindra Scorpio EX,600000,13270,Diesel,Individual,Manual,First Owner
2006,Hyundai Santro Xing XL AT eRLX Euro III,85000,100000,Petrol,Individual,Automatic,Third Owner
2016,Mahindra Thar DI 4X4 PS,700000,50000,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna BSIV,486000,26500,Petrol,Individual,Manual,First Owner
2008,Ford Fiesta 1.4 Duratec ZXI,120000,100000,Petrol,Individual,Manual,Third Owner
2016,Hyundai i20 Asta Option 1.4 CRDi,580000,57000,Diesel,Individual,Manual,First Owner
2010,Ford Figo Diesel Titanium,200000,100000,Diesel,Individual,Manual,Second Owner
2012,Hyundai Verna 1.6 SX CRDi (O),450000,110000,Diesel,Individual,Manual,Second Owner
2012,Hyundai Verna 1.6 SX CRDi (O),550000,80000,Diesel,Individual,Manual,Second Owner
2017,Renault KWID Climber 1.0 AMT,300000,20000,Petrol,Individual,Automatic,First Owner
2018,Mahindra Bolero Power Plus SLE,630000,40000,Diesel,Individual,Manual,First Owner
2019,Hyundai Xcent 1.2 VTVT S,660000,7000,Petrol,Individual,Manual,Second Owner
2011,Nissan Micra Diesel XV Premium,138000,90000,Diesel,Individual,Manual,Second Owner
2013,Nissan Micra Diesel XV Premium,210000,13770,Diesel,Individual,Manual,First Owner
2014,Honda City i DTEC SV,725000,110000,Diesel,Individual,Manual,First Owner
2015,Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,70000,Diesel,Individual,Manual,Third Owner
2006,Honda Civic 1.8 (E) MT,300000,80000,Petrol,Individual,Manual,Second Owner
2010,Honda City 1.5 V MT,350000,115000,Petrol,Individual,Manual,Second Owner
2011,Tata Manza ELAN Quadrajet BS IV,165000,100000,Diesel,Individual,Manual,Second Owner
2013,Mahindra Xylo E4 ABS BS IV,350000,42000,Diesel,Individual,Manual,First Owner
2016,Renault KWID RXL,229999,38000,Petrol,Individual,Manual,First Owner
2018,Honda WR-V i-DTEC VX,800000,35000,Diesel,Individual,Manual,First Owner
2014,Nissan Terrano XL 110 PS,425000,136906,Diesel,Individual,Manual,First Owner
2019,Honda Amaze S CVT Petrol,610000,10000,Petrol,Individual,Automatic,First Owner
2013,Honda Brio S MT,240000,50000,Petrol,Individual,Manual,Third Owner
2011,Toyota Corolla Altis Diesel D4DGL,550000,120000,Diesel,Individual,Manual,First Owner
2010,Tata Indica Vista Aura 1.2 Safire,100000,120000,Petrol,Individual,Manual,Second Owner
2010,Mahindra Bolero SLE,350000,90000,Diesel,Individual,Manual,Second Owner
2013,Hyundai EON Era Plus,200000,120000,Petrol,Individual,Manual,First Owner
2019,Hyundai Elite i20 Asta Option CVT BSIV,720000,3000,Petrol,Individual,Automatic,First Owner
2017,Hyundai i20 Active 1.2 S,570000,35000,Petrol,Individual,Manual,First Owner
2018,Hyundai Creta 1.4 E Plus,800000,52000,Diesel,Individual,Manual,First Owner
2017,Honda Jazz 1.5 E i DTEC,700000,39000,Diesel,Individual,Manual,First Owner
2011,Tata Indica Vista Quadrajet VX,200000,28689,Diesel,Individual,Manual,First Owner
2014,Tata Aria Pure LX 4x2,495000,90000,Diesel,Individual,Manual,Second Owner
2014,Ford Fiesta Classic 1.4 Duratorq CLXI,325000,80322,Diesel,Dealer,Manual,First Owner
2019,Ford Freestyle Trend Petrol BSIV,650000,8000,Petrol,Individual,Manual,First Owner
2000,Mahindra Jeep MM 775 XDB,155000,50000,Diesel,Individual,Manual,Second Owner
2015,Hyundai Grand i10 1.2 CRDi Magna,350000,61658,Diesel,Dealer,Manual,First Owner
2010,Mahindra Scorpio SLE BSIII,400000,185000,Diesel,Individual,Manual,First Owner
2004,Honda City 1.5 GXI,125000,120000,Petrol,Individual,Manual,Second Owner
2018,Honda CR-V Diesel 4WD,1800000,26000,Diesel,Individual,Automatic,First Owner
2019,Hyundai Grand i10 1.2 Kappa Magna AT,650000,20000,Petrol,Individual,Automatic,First Owner
2020,Volkswagen Polo 1.0 TSI Highline Plus,802000,5000,Petrol,Individual,Manual,First Owner
2015,Audi A4 35 TDI Premium,2300000,35000,Diesel,Individual,Automatic,Third Owner
2016,Hyundai Xcent 1.1 CRDi SX,430000,35000,Diesel,Individual,Manual,First Owner
2017,Hyundai Verna 1.6 SX VTVT,650000,23000,Petrol,Individual,Manual,First Owner
2004,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,170000,120000,Diesel,Individual,Manual,First Owner
2011,Skoda Superb Elegance 2.0 TDI CR AT,450000,235000,Diesel,Individual,Automatic,First Owner
2014,Ford Ecosport 1.0 Ecoboost Titanium,550000,72000,Petrol,Individual,Manual,Second Owner
2013,Jaguar XF 3.0 Litre S Premium Luxury,2000000,64000,Diesel,Individual,Automatic,Second Owner
2012,Chevrolet Beat LT,155000,12000,Petrol,Individual,Manual,First Owner
2010,Hyundai Accent Executive,120000,67000,Petrol,Individual,Manual,Third Owner
2012,Toyota Innova 2.5 E 8 STR,287000,70000,Diesel,Individual,Manual,First Owner
2011,Hyundai i10 Magna 1.2 iTech SE,235000,74500,Petrol,Individual,Manual,Second Owner
2011,Hyundai i20 1.4 CRDi Asta,300000,118700,Diesel,Individual,Manual,Second Owner
2015,Nissan Micra XL CVT,434999,40000,Petrol,Individual,Automatic,Second Owner
2004,Mahindra Scorpio VLX AT 2WD BSIII,225000,223660,Diesel,Individual,Automatic,Third Owner
2006,Toyota Corolla AE,160000,140000,Petrol,Individual,Manual,Second Owner
2020,Hyundai Grand i10 Nios Sportz,600000,5000,Petrol,Individual,Manual,First Owner
2016,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,470000,100000,Diesel,Individual,Manual,Second Owner
2020,Hyundai Grand i10 Nios AMT Magna,640000,4000,Petrol,Individual,Automatic,First Owner
2006,Tata Indica DLS,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
2015,Hyundai Verna 1.6 VTVT S,600000,35000,Petrol,Individual,Manual,First Owner
2014,Hyundai i10 Magna LPG,290000,29000,LPG,Individual,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT S,600000,30000,Petrol,Individual,Manual,First Owner
2012,Tata Manza Aqua Quadrajet BS IV,190000,120000,Diesel,Individual,Manual,First Owner
2008,Hyundai i10 Era 1.1,160000,110000,Petrol,Individual,Manual,Third Owner
2006,Mahindra Bolero DI,200000,73756,Diesel,Individual,Manual,First Owner
2018,Toyota Fortuner 2.8 2WD AT BSIV,2800000,40000,Diesel,Individual,Automatic,First Owner
2011,Chevrolet Spark 1.0 LS,125000,60000,Petrol,Individual,Manual,Third Owner
2008,Hyundai i10 Magna 1.1,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
2015,Hyundai i20 Asta 1.4 CRDi,550000,90000,Diesel,Individual,Manual,First Owner
2015,Toyota Etios Cross 1.4L GD,500000,80000,Diesel,Individual,Manual,Second Owner
2019,Renault KWID RXT BSIV,250000,27000,Petrol,Individual,Manual,First Owner
2012,Mahindra XUV500 W8 2WD,580000,70000,Diesel,Individual,Manual,First Owner
2002,Daewoo Matiz SD,60000,50000,Petrol,Individual,Manual,First Owner
2012,Toyota Etios GD,300000,185000,Diesel,Individual,Manual,First Owner
2014,Ford Figo Diesel Titanium,200000,90000,Diesel,Individual,Manual,Second Owner
2017,Tata Hexa XT,1200000,16400,Diesel,Individual,Manual,First Owner
2015,Toyota Etios Cross 1.4L GD,350000,80000,Diesel,Individual,Manual,Second Owner
2012,Mahindra XUV500 W8 4WD,600000,80000,Diesel,Individual,Manual,Second Owner
2019,Honda Jazz V,650000,4000,Petrol,Individual,Manual,First Owner
2010,Tata New Safari DICOR 2.2 EX 4x2,180000,120000,Diesel,Individual,Manual,Second Owner
2018,Hyundai Verna VTVT 1.6 AT SX Option,950000,41395,Petrol,Individual,Automatic,First Owner
2012,Tata Manza Aura Quadrajet BS IV,250999,35000,Diesel,Individual,Manual,Second Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2009,Audi A8 L 3.0 TDI quattro,1250000,47000,Diesel,Dealer,Automatic,Second Owner
2013,Chevrolet Beat LT,165000,50000,Petrol,Individual,Manual,First Owner
2015,Hyundai Elantra SX,700000,48000,Petrol,Dealer,Manual,First Owner
2015,Mahindra XUV500 W8 4WD,750000,53000,Diesel,Dealer,Manual,First Owner
2008,Mahindra Renault Logan 1.5 DLS,89999,213000,Diesel,Individual,Manual,First Owner
2018,Datsun redi-GO AMT 1.0 T Option,290000,15000,Petrol,Dealer,Automatic,First Owner
2014,Tata Nano Cx BSIII,45000,7000,Petrol,Individual,Manual,Second Owner
2013,Skoda Superb Ambition 2.0 TDI CR AT,675000,88000,Diesel,Dealer,Automatic,First Owner
2015,Nissan Terrano XL Plus 85 PS,530000,55000,Diesel,Dealer,Manual,First Owner
2014,BMW X1 sDrive20d M Sport,1485000,48000,Diesel,Dealer,Automatic,First Owner
2014,Chevrolet Enjoy TCDi LT 7 Seater,325000,71014,Diesel,Dealer,Manual,First Owner
2015,Honda Amaze S Diesel,400000,60000,Diesel,Dealer,Manual,First Owner
2017,Mahindra KUV 100 D75 K6 Plus,380000,71000,Diesel,Dealer,Manual,First Owner
2016,Honda City i-VTEC CVT VX,750000,45000,Petrol,Dealer,Automatic,First Owner
2017,Honda Brio VX,390000,45000,Petrol,Dealer,Manual,First Owner
2019,MG Hector Sharp Diesel MT BSIV,1825000,14000,Diesel,Dealer,Manual,First Owner
2019,Audi A4 35 TDI Premium Plus,3256000,17000,Diesel,Dealer,Automatic,First Owner
2015,Renault Scala Diesel RxL,370000,60000,Diesel,Dealer,Manual,First Owner
2013,Chevrolet Beat Diesel LT,210000,80000,Diesel,Individual,Manual,Second Owner
2007,Skoda Laura Ambiente 1.9 PD,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
2012,Hyundai Verna 1.6 SX CRDi (O),575000,89550,Diesel,Individual,Manual,Second Owner
2010,Mahindra Xylo D4,320000,90000,Diesel,Individual,Manual,Third Owner
2013,Renault Duster 85PS Diesel RxL Optional,500000,190000,Diesel,Individual,Manual,Second Owner
2013,Ford Fiesta Diesel Style,380000,83000,Diesel,Dealer,Manual,First Owner
2010,Skoda Laura 1.9 TDI MT Ambiente,360000,160000,Diesel,Individual,Manual,First Owner
2015,Nissan Terrano XL Plus 85 PS,451000,100000,Diesel,Individual,Manual,First Owner
2010,Chevrolet Spark 1.0 LS,175000,45000,Petrol,Individual,Manual,Second Owner
2009,Chevrolet Spark 1.0 LS,170000,44800,Petrol,Individual,Manual,Second Owner
2006,Hyundai Santro Xing XL eRLX Euro III,100000,40000,Petrol,Individual,Manual,Second Owner
2011,Tata Indica Vista Quadrajet LX,149000,10000,Diesel,Individual,Manual,Second Owner
2011,Tata Indica Vista Aqua 1.3 Quadrajet,160000,80000,Diesel,Individual,Manual,Second Owner
2018,Datsun GO Plus T Option Petrol,434999,10000,Petrol,Individual,Manual,First Owner
2014,Mahindra XUV500 W8 4WD,800000,156000,Diesel,Individual,Manual,First Owner
2010,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,819999,120000,Diesel,Individual,Manual,Second Owner
2001,Mercedes-Benz E-Class 220 CDI,350000,100000,Diesel,Individual,Manual,Second Owner
2006,Tata Indica GLS BS IV,75000,100000,Petrol,Individual,Manual,Second Owner
2017,Ford Figo Aspire 1.5 TDCi Trend,675000,30000,Diesel,Individual,Manual,First Owner
2013,Volkswagen Polo Diesel Highline 1.2L,434999,100000,Diesel,Individual,Manual,Second Owner
2006,Tata Indigo GLX,100000,110000,Petrol,Individual,Manual,Second Owner
2009,Tata Indica GLS BS IV,200000,100000,Petrol,Individual,Manual,First Owner
2014,Renault Scala Diesel RxL,400000,35000,Diesel,Individual,Manual,First Owner
2018,Ford EcoSport 1.5 Diesel Ambiente BSIV,790000,40000,Diesel,Individual,Manual,Second Owner
2015,Renault Duster 85PS Diesel RxL Plus,500000,90000,Diesel,Individual,Manual,Second Owner
2012,Skoda Rapid 1.6 TDI Elegance,275000,120000,Diesel,Individual,Manual,Second Owner
2012,Hyundai i20 1.4 CRDi Sportz,450000,120000,Diesel,Individual,Manual,Second Owner
2020,Mahindra XUV500 W11 Option AWD,1400000,25000,Diesel,Dealer,Manual,First Owner
2015,Renault Duster 110PS Diesel RxL,800000,15000,Diesel,Individual,Manual,First Owner
2016,Mahindra Bolero SLX,585000,51000,Diesel,Dealer,Manual,First Owner
2014,Chevrolet Sail 1.2 LT ABS,350000,30000,Petrol,Individual,Manual,First Owner
2014,Honda City i-DTEC SV,495000,80000,Diesel,Dealer,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Asta,500000,50000,Petrol,Individual,Manual,First Owner
2013,Hyundai Grand i10 1.2 Kappa Sportz Option,345000,44000,Petrol,Dealer,Manual,First Owner
2009,Chevrolet Aveo 1.4 LT BSIV,250000,48000,Petrol,Individual,Manual,First Owner
2016,Toyota Innova 2.5 G (Diesel) 8 Seater,990000,146000,Diesel,Dealer,Manual,First Owner
2013,Mahindra Quanto C4,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
2012,Jaguar XF 3.0 Litre S Premium Luxury,1800000,50000,Diesel,Individual,Automatic,Second Owner
2014,Honda City i VTEC V,530000,50000,Petrol,Individual,Manual,First Owner
2012,Mahindra Xylo E4,400000,99000,Diesel,Dealer,Manual,First Owner
2016,Honda Mobilio S i DTEC,680000,50000,Diesel,Individual,Manual,First Owner
2014,Hyundai Santa Fe 4WD AT,1000000,80000,Diesel,Individual,Automatic,First Owner
2010,Tata Manza Aura (ABS) Safire BS IV,150000,50000,Petrol,Individual,Manual,Second Owner
2014,Force One EX,346000,37516,Diesel,Individual,Manual,First Owner
2015,Mahindra Xylo D2 BS IV,450000,20000,Diesel,Individual,Manual,First Owner
2019,Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,5000,Petrol,Individual,Manual,First Owner
2019,Hyundai Grand i10 1.2 CRDi Asta,700000,8000,Diesel,Individual,Manual,First Owner
2019,Hyundai Santro Magna AMT BSIV,475000,10000,Petrol,Individual,Automatic,First Owner
2009,Skoda Laura 1.9 TDI MT Ambiente,200000,100000,Diesel,Individual,Manual,Third Owner
2009,Chevrolet Aveo U-VA 1.2 LS,210000,80000,Petrol,Individual,Manual,Second Owner
2012,Tata Indigo LS BSII,160000,110000,Diesel,Individual,Manual,First Owner
2009,Hyundai Verna CRDi SX ABS,175000,136000,Diesel,Individual,Manual,Second Owner
2012,Tata New Safari DICOR 2.2 GX 4x2 BS IV,320000,80000,Diesel,Individual,Manual,First Owner
2012,Honda City V MT,700000,10000,Petrol,Individual,Manual,First Owner
2009,Tata Indica Vista Aura 1.3 Quadrajet,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
2015,Mahindra Bolero Power Plus Plus Non AC BSIV PS,500000,110000,Diesel,Individual,Manual,First Owner
2012,Mahindra Scorpio VLX 2WD AIRBAG BSIV,550000,120000,Diesel,Individual,Manual,Second Owner
2014,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,90000,Diesel,Individual,Manual,Third Owner
2016,Honda City i VTEC V,500000,20000,Petrol,Individual,Manual,First Owner
2010,Hyundai Santro Xing GLS,170000,50000,Petrol,Individual,Manual,Second Owner
2019,Honda Brio 1.2 S Option MT,484999,9000,Petrol,Individual,Manual,First Owner
2019,Hyundai Santro Sportz BSIV,480000,10000,Petrol,Individual,Manual,First Owner
2009,Tata Indica Vista Aura 1.3 Quadrajet,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
2011,Volkswagen Polo Diesel Highline 1.2L,290000,60000,Diesel,Individual,Manual,Second Owner
2013,Fiat Linea Dynamic,350000,70000,Petrol,Individual,Manual,First Owner
2003,Hyundai Santro LE zipPlus,70000,80000,Petrol,Individual,Manual,Third Owner
2011,Volkswagen Vento Petrol Highline AT,300000,70000,Petrol,Individual,Automatic,Third Owner
2020,Renault KWID RXL,300000,20000,Petrol,Individual,Manual,First Owner
1999,Mahindra Jeep Classic,170000,2020,Diesel,Individual,Manual,Second Owner
2007,Mahindra Scorpio 2.6 Turbo 7 Str,210000,100000,Diesel,Individual,Manual,Second Owner
2013,Hyundai i20 Asta 1.4 CRDi,360000,80000,Diesel,Individual,Manual,Second Owner
2011,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,495000,120000,Diesel,Individual,Manual,Second Owner
2010,Hyundai i20 Magna,270000,60000,Petrol,Individual,Manual,Third Owner
2010,Ford Figo Petrol LXI,130000,110000,Petrol,Individual,Manual,First Owner
2014,Honda City i DTEC S,700000,90000,Diesel,Individual,Manual,Second Owner
2012,Chevrolet Cruze LTZ,400000,40000,Diesel,Individual,Manual,First Owner
2013,Honda Amaze VX i-DTEC,325000,94000,Diesel,Individual,Manual,Second Owner
2018,Mahindra Scorpio S11 BSIV,1380000,25000,Diesel,Individual,Manual,First Owner
2016,Mahindra XUV500 W6 1.99 mHawk,1000000,40000,Diesel,Individual,Manual,First Owner
2010,Hyundai Accent GLE CNG,145000,90000,CNG,Individual,Manual,Second Owner
2005,Tata Indica DLS,70000,120000,Diesel,Individual,Manual,First Owner
2016,Renault KWID RXT,240000,70000,Petrol,Individual,Manual,Second Owner
2010,Tata Indica Vista Aqua 1.2 Safire BSIV,97000,128000,Petrol,Individual,Manual,First Owner
2012,Tata Indigo CR4,130000,120000,Diesel,Individual,Manual,First Owner
2006,Honda Civic 1.8 S AT,125000,70000,Petrol,Individual,Automatic,First Owner
2015,Hyundai Xcent 1.1 CRDi Base,420000,60000,Diesel,Individual,Manual,First Owner
2016,Mahindra NuvoSport N8,525000,110000,Diesel,Individual,Manual,First Owner
2008,Hyundai Santro Xing GLS,125000,85000,Petrol,Individual,Manual,First Owner
2010,Hyundai Verna Transform CRDi VGT SX ABS,325000,135000,Diesel,Individual,Manual,First Owner
2012,Volkswagen Vento New Diesel Highline,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner
2007,Honda Civic 1.8 S MT,229999,70000,Petrol,Individual,Manual,Second Owner
2012,Hyundai i10 Magna,250000,60000,Petrol,Individual,Manual,Second Owner
2015,Ford Ecosport 1.5 DV5 MT Titanium,650000,68000,Diesel,Individual,Manual,First Owner
2017,Toyota Etios Liva 1.2 VX,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner
2018,Toyota Yaris G,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner
2017,Hyundai EON Era Plus Option,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner
2015,Hyundai Creta 1.6 CRDi SX,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner
2015,Hyundai Creta 1.6 CRDi SX,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner
2016,Toyota Corolla Altis GL MT,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner
2012,Volkswagen Vento Diesel Comfortline,215000,97000,Diesel,Individual,Manual,First Owner
2019,Hyundai Santro Magna AMT BSIV,400000,16000,Petrol,Individual,Automatic,First Owner
2016,Chevrolet Beat LT,245000,52000,Petrol,Dealer,Manual,First Owner
2016,Mahindra TUV 300 T8 AMT,730000,60000,Diesel,Individual,Automatic,Second Owner
2005,Ford Fusion 1.6 Duratec Petrol,120000,100000,Petrol,Individual,Manual,Third Owner
2017,Honda City i-VTEC VX,950000,35000,Petrol,Individual,Manual,First Owner
2013,Hyundai Verna 1.6 VTVT,370000,60000,Petrol,Individual,Manual,First Owner
2012,Hyundai EON D Lite Plus,160000,70000,Petrol,Individual,Manual,Second Owner
2009,Tata Sumo Victa EX 7/9 Str BSII,130000,120000,Diesel,Individual,Manual,First Owner
2016,Chevrolet Sail Hatchback 1.2 LS,250000,30000,Petrol,Individual,Manual,First Owner
2012,Tata New Safari DICOR 2.2 GX 4x2 BS IV,270000,80000,Diesel,Individual,Manual,Second Owner
2019,BMW X1 sDrive 20d xLine,2600000,9500,Diesel,Individual,Automatic,First Owner
2013,Hyundai EON Era Plus,160000,80000,Petrol,Individual,Manual,First Owner
2016,Hyundai EON Magna Plus,229999,80000,Petrol,Individual,Manual,First Owner
2017,Mahindra Bolero Power Plus ZLX,750000,29000,Diesel,Individual,Manual,First Owner
2011,Chevrolet Optra Magnum 2.0 LS,195000,120000,Diesel,Individual,Manual,First Owner
2015,Toyota Etios Cross 1.2L G,320000,60000,Petrol,Individual,Manual,First Owner
2018,Mahindra Scorpio S7 140 BSIV,1100000,20000,Diesel,Individual,Manual,First Owner
2016,Datsun RediGO S,270000,22000,Petrol,Individual,Manual,First Owner
2012,Skoda Fabia 1.2 MPI Ambition Plus,300000,50000,Petrol,Individual,Manual,First Owner
2012,Chevrolet Beat Diesel LT,200000,50000,Diesel,Individual,Manual,First Owner
2013,Volkswagen Polo Petrol Comfortline 1.2L,400000,100000,Petrol,Individual,Manual,First Owner
2006,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000,Diesel,Individual,Manual,First Owner
2016,Mahindra KUV 100 mFALCON D75 K6,430000,20000,Diesel,Individual,Manual,First Owner
2012,Renault Fluence 1.5,300000,90000,Diesel,Individual,Manual,First Owner
2013,Fiat Linea Dynamic,350000,70000,Petrol,Individual,Manual,First Owner
2013,Renault Duster 110PS Diesel RxZ,450000,120000,Diesel,Individual,Manual,First Owner
2016,Renault KWID RXT,200000,53000,Petrol,Individual,Manual,Second Owner
2014,Toyota Innova 2.5 GX (Diesel) 7 Seater,650000,244000,Diesel,Individual,Manual,First Owner
1997,Mahindra Jeep CL 500 MDI,150000,120000,Diesel,Individual,Manual,Third Owner
2017,Hyundai Grand i10 1.2 Kappa Sportz Option,525000,15000,Petrol,Individual,Manual,First Owner
2005,Ford Endeavour 4x4 XLT,350000,150000,Diesel,Individual,Manual,Second Owner
2018,Mahindra TUV 300 Plus P4,850000,30000,Diesel,Individual,Manual,Second Owner
2011,Volkswagen Jetta 2.0 TDI Comfortline,350000,312000,Diesel,Individual,Manual,Third Owner
